ID,Manager,Name Country,Title,First,Middle,Last,Suffix,Type,Reason,Hire Date,End Date,Job Code,Position,Business,Location,Office,Time Type,Assigned Shift,Default Weekly Hours,Scheduled Weekly Hours,Pay Type,Custom Job Class,WCC,Effective Date,Address Country,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Address Line 6,Address Line 7,Address Line 8,Address Line 9,Address Line 1 - Local,Address Line 2 - Local,Address Line 3 - Local,Address Line 4 - Local,Address Line 5 - Local,Address Line 6 - Local,Address Line 7 - Local,Address Line 8 - Local,Address Line 9 - Local,City,City Subdivision 1,City Subdivision 2,City Subdivision 1 - Local,City Subdivision 2 - Local,Country Region,Region Subdivision 1,Region Subdivision 2,Region Subdivision 1 - Local,Region Subdivision 2 - Local,Postal Code,Address Public,Address Primary,Address Type,Address Use For,Local City,Address ID,Country Code,Phone Country Code,Number,Extension,Device Type,Phone Public,Phone Primary,Phone Usage Type,Phone Use For,Phone ID,Email Address,Comments,Email Public,Email Primary,Email Usage Type,Email Use For,Email ID
21126,21255,Sweden,,Björn,,Eklund,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Senior_Customer_Services_Representative,Senior Customer Services Representative,Senior Customer Services Representative,Stockholm,,FT,,40,40,Salaried,,,3/4/2012,SWE,Segeltorpsvägen,,42,,,,,,,,,,,,,,,,Stockholm,,,,,Stockholm County,,,,,12553,,Yes,Home,"Mailing

Street Address",,Bjorn_Eklund_Segeltorpsvagen,46,Sweden (+46),(8) 869 543 77,,Landline,Public,Yes,Home,,Bjorn_Eklund_HOME_Primary,beklundj@hcm.show,,Public,Yes,Work,,Bjorn_Eklund_WORK_Primary
21127,21254,United Kingdom,Miss_United_Kingdom,Daljit,,Singh,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Senior_Customer_Services_Representative,Senior Customer Services Representative,Senior Customer Services Representative,London,,FT,,40,40,Salaried,Salaried_Time_Entry_Classification_This_Job_Classification_is_to_be_used_on_Salaried_Employees_that_need_to_Enter_Time_Miscellaneous,,1/1/2000,GBR,18 Carlton Hill,,,,,,,,,,,,,,,,,,London,,,,,,,,,,NW8 0EJ,,Yes,Home,"Mailing

Street Address",,Daljit_Singh_18_Carlton_Hill,44,United Kingdom (+44),(07778) 624001,,Mobile,Public,Yes,Home,,Daljit_Singh_HOME_Primary,dsingh@hcm.show,,Public,Yes,Work,,Daljit_Singh_WORK_Primary
21128,21077,France,,Eloise,,Blanchard,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Senior_Customer_Services_Representative,Senior Customer Services Representative,Senior Customer Services Representative,Paris,,FT,,35,35,,,,1/1/2000,FRA,39 rue du Poitou,,,,,,,,,,,,,,,,,,Paris,,,,,Paris,,,,,75003,,Yes,Home,"Mailing

Mileage Calculation

Street Address",,Eloise_Blanchard_Terminated_rue_du_Poitou,33,France (+33),(01) 81 04 41 59,,Landline,Public,Yes,Home,,Eloise_Blanchard_HOME_Primary,eblanchard@hcm.show,,Public,Yes,Work,,Eloise_Blanchard_WORK_Primary
21129,21254,United Kingdom,Ms_United_Kingdom,Emma,,Hobson,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,London,,FT,,40,40,Salaried,Salaried_Time_Entry_Classification_This_Job_Classification_is_to_be_used_on_Salaried_Employees_that_need_to_Enter_Time_Miscellaneous,,1/1/2000,GBR,18 Upper Grosvenor Street,,,,,,,,,,,,,,,,,,London,,,,,,,,,,W1K 1EJ,,Yes,Home,"Mailing

Street Address",,Emma_Hobson_18_Upper_Grosvenor_Street,44,United Kingdom (+44),(020) 72420091,,Landline,Public,Yes,Home,,Emma_Hobson_HOME_Primary,ehobson@hcm.show,,Public,Yes,Work,,Emma_Hobson_WORK_Primary
21130,21297,France,,Nicolas,,Bonnet,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Paris,,FT,5_Weeks_Cycle_France,35,35,Salaried,,,3/4/2012,FRA,rue Murillo,,12,,,,,,,,,,,,,,,,Paris,,,,,Paris,,,,,75008,,Yes,Home,"Mailing

Mileage Calculation

Street Address",,Nicolas_Bonnet_rue_Murillo,33,France (+33),(0) 1 72 04 82 11,,Landline,Public,Yes,Home,,Nicolas_Bonnet_HOME_Primary,nbonnet@hcm.show,,Public,Yes,Work,,Nicolas_Bonnet_WORK_Primary
21131,21254,United Kingdom,Ms_United_Kingdom,Phoebe,,Tyler,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Associate,Customer Service Associate,Customer Service Associate,London,,FT,,40,40,Hourly,,,1/1/2000,GBR,44 Lennox Gardens,,,,,,,,,,,,,,,,,,London,,,,,,,,,,SW3 2EJ,,Yes,Home,"Mailing

Street Address",,Phoebe_Tyler_44_Lennox_Gardens,44,United Kingdom (+44),(020) 74224094,,Landline,Public,Yes,Home,,Phoebe_Tyler_HOME_Primary,ptyler@hcm.show,,Public,Yes,Work,,Phoebe_Tyler_WORK_Primary
21132,21079,Canada,,Alain,,DuBois,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Manager_Global_Support,"Manager, Global Support","Manager, Global Support",Montreal,,FT,,40,40,Salaried,,611420,1/1/2000,CAN,912 McEachran,,,,,,,,,,,,,,,,,,Montreal,,,,,Quebec,,,,,H2V 3E2,,Yes,Home,"Mailing

Street Address",,Alain_DuBois_912_McEachran,1,Canada (+1),(514) 499-1101,,Landline,Public,Yes,Home,,Alain_DuBois_HOME_Primary,adubois@hcm.show,,Public,Yes,Work,,Alain_DuBois_WORK_Primary
21133,21132,Canada,,Darcy,,Chan,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Senior_Customer_Services_Representative,Senior Customer Services Representative,Senior Customer Services Representative,Toronto,,FT,,40,40,Salaried,,958,1/1/2000,CAN,345 Water Street,,,,,,,,,,,,,,,,,,Vancouver,,,,,British Columbia,,,,,V6B 1B8,,,Home,"Mailing

Street Address",,Darcy_Chan_345_Water_Street,1,Canada (+1),(604) 443-0948,,Mobile,Public,Yes,Home,,Darcy_Chan_HOME_Primary,dchan@hcm.show,,Public,Yes,Work,,Darcy_Chan_WORK_Primary
21134,21132,Canada,,Camille,,DeVeaux,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Montreal,,FT,,40,40,Salaried,,611420,1/1/2000,CAN,16 Van Gough,,,,,,,,,,,,,,,,,,Pointe-Claire,,,,,Quebec,,,,,H9R 6C1,,Yes,Home,"Mailing

Street Address",,Camille_DeVeaux_16_Van_Gough,1,Canada (+1),(514) 624-4211,,Landline,Public,Yes,Home,,Camille_DeVeaux_HOME_Primary,cdeveaux@hcm.show,,Public,Yes,Work,,Camille_DeVeaux_WORK_Primary
21135,21132,Canada,,Dylan,,Johnson,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Vancouver,,FT,,40,40,Salaried,,763011,1/1/2000,CAN,2323 West 2nd Avenue,,,,,,,,,,,,,,,,,,Vancouver,,,,,British Columbia,,,,,V6K 1H8,,Yes,Home,"Mailing

Street Address",,Dylan_Johnson_2323_West_2nd_Avenue,1,Canada (+1),(604) 977-1414,,Landline,Public,Yes,Home,,Dylan_Johnson_HOME_Primary,djohnson@hcm.show,,Public,Yes,Work,,Dylan_Johnson_WORK_Primary
21136,21076,Mexico,,Enrique,José,Castillo,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Senior_Customer_Services_Representative,Senior Customer Services Representative,Senior Customer Services Representative,Mexico_City,,FT,,40,40,Salaried,,,6/29/2020,MEX,299 Avenida Presidente Masaryk,,,,,,,,,,,,,,,,,,Alcaldia Miguel Hidalgo,Colonia Polanco Reforma,,,,Ciudad de Mexico,,,,,11560,,Yes,Home,"Mailing

Street Address",,Enrique_Castillo_Perez_299_Avenida_Presidente_Masaryk,52,Mexico (+52),(55) 3422 08 01,,Landline,Public,Yes,Home,,Enrique_Castillo_Perez_HOME_Primary,ecastillo@hcm.show,,Public,Yes,Work,,Enrique_Castillo_Perez_WORK_Primary
21137,21076,Mexico,,Héctor,,Torres,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Mexico_City,,FT,,40,40,Salaried,,,6/29/2020,MEX,Malintzin 199,,,,,,,,,,,,,,,,,,Alcaldia Coyoacán,Colonia del Carmen,,,,Ciudad de Mexico,,,,,4010,,Yes,Home,"Mailing

Street Address",,Hector_Torres_Moreno_Malintzin_199,52,Mexico (+52),(55) 5098 09 88,,Landline,Public,Yes,Home,,Hector_Torres_Moreno_HOME_Primary,htorres@hcm.show,,Public,Yes,Work,,Hector_Torres_Moreno_WORK_Primary
21138,21076,Mexico,,Inés,María,Álvarez,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Mexico_City,,FT,,40,40,Salaried,,,6/29/2020,MEX,Amores 105,,,,,,,,,,,,,,,,,,Alcaldia Benito Juárez,Colonia del Valle Centro,,,,Ciudad de Mexico,,,,,3810,,Yes,Home,"Mailing

Street Address",,Ines_Alvarez_Ortiz_Amores_105,52,Mexico (+52),(55) 3309 8812,,Landline,Public,Yes,Home,,Ines_Alvarez_Ortiz_HOME_Primary,ialvarez@hcm.show,,Public,Yes,Work,,Ines_Alvarez_Ortiz_WORK_Primary
21139,21038,Canada,,Isabelle,,Blanc,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Regional_Sales_Manager,Regional Sales Manager,Regional Sales Manager,Montreal,,FT,,40,40,Salaried,,611420,1/1/2000,CAN,4559 King Edward,,,,,,,,,,,,,,,,,,Montreal,,,,,Quebec,,,,,H4B 2H6,,Yes,Home,"Mailing

Street Address",,Isabelle_Blanc_4559_King_Edward,1,Canada (+1),(514) 881-0052,,Mobile,Public,Yes,Home,,Isabelle_Blanc_HOME_Primary,iblanc@hcm.show,,Public,Yes,Work,,Isabelle_Blanc_WORK_Primary
21140,21038,Canada,,Ryan,,Taylor,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Regional_Sales_Manager,Regional Sales Manager,Regional Sales Manager,Vancouver,,FT,,40,40,Salaried,,763011,12/14/2013,CAN,1540 Bewicke Avenue,,,,,,,,,,,,,,,,,,North Vancouver,,,,,British Columbia,,,,,V7M 3B9,,Yes,Home,"Mailing

Street Address",,Ryan_Taylor_1540_Bewicke_Avenue,1,Canada (+1),(604) 677-4171,,Landline,Public,Yes,Home,,Ryan_Taylor_HOME_Primary,rtaylor@hcm.show,,Public,Yes,Work,,Ryan_Taylor_WORK_Primary
21141,21053,United States of America,,Joyce,,Sandoval,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Executive_Assistant,Executive Assistant,Executive Assistant,Boston,,PT,,40,20,Salaried,,8810,1/7/2008,USA,82 Hemlock Road,,,,,,,,,,,,,,,,,,Sudbury,,,,,Massachusetts,,,,,1776,,Yes,Home,,,Joyce_Sandoval_82_Hemlock_Road,1,United States of America (+1),(617) 821-2441,,Landline,Public,Yes,Home,,Joyce_Sandoval_HOME_Primary,jsandoval@hcm.show,,Public,Yes,Work,,Joyce_Sandoval_WORK_Primary
21142,21430,United States of America,,Aidan,,Mitzner,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Executive_Assistant,Executive Assistant,Executive Assistant,New_York,New_York_1155_Building_Cubicle_1525,FT,,40,40,Salaried,,8810,1/31/2008,USA,4 Island View Avenue,,,,,,,,,,,,,,,,,,Mystic,,,,,Connecticut,,,,,6355,,Yes,Home,"Mailing

Street Address",,Aidan_Mitzner_4_Island_View_Avenue,1,United States of America (+1),(917) 235-2044,,Landline,Public,Yes,Home,,Aidan_Mitzner_HOME_Primary,amitzner@hcm.show,,Public,Yes,Work,,Aidan_Mitzner_WORK_Primary
21143,21330,United States of America,,Brian,,Sullivan,,Regular,,1/1/2000,,Staff_HR_Representative,Staff HR Representative,Staff HR Representative,San_Francisco,San_Francisco_Embarcadero_Tower_1_Cubicle_1007,FT,,40,40,Salaried,,8810,1/7/2008,USA,112 Fernwood Drive,,,,,,,,,,,,,,,,,,San Francisco,,,,,California,,,,,94127,,Yes,Home,,,Brian_Sullivan_112_Fernwood_Drive,1,United States of America (+1),(415) 902-4299,,Landline,Public,Yes,Home,,Brian_Sullivan_HOME_Primary,bsullivan@hcm.show,,Public,Yes,Work,,Brian_Sullivan_WORK_Primary
21144,21330,United States of America,,Dawn,,Myers,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Staff_HR_Representative,Staff HR Representative,Staff HR Representative,New_York,New_York_1155_Building_Cubicle_1516,FT,,40,40,Salaried,,8810,1/1/2000,USA,392 Central Park West,,,,,,,,,,,,,,,,,,New York,,,,,New York,,,,,10025,,Yes,Home,"Mailing

Street Address",,Dawn_Myers_392_Central_Park_West,1,United States of America (+1),(212) 522-4895,,Landline,Public,Yes,Home,,Dawn_Myers_HOME_Primary,dmyers@hcm.show,,Public,Yes,Work,,Dawn_Myers_WORK_Primary
21145,21431,United States of America,,Robert,,Hsing,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Director_HR_Operations,"Director, HR Operations","Director, HR Operations",San_Francisco,San_Francisco_Embarcadero_Tower_1_Cubicle_1006,FT,,40,40,Salaried,,8810,1/7/2008,USA,792 Myrtle Street,,,,,,,,,,,,,,,,,,Redwood City,,,,,California,,,,,94061,,Yes,Home,,,Robert_Hsing_792_Myrtle_Street,1,United States of America (+1),(650) 368-3221,,Landline,Public,Yes,Home,,Robert_Hsing_HOME_Primary,rhsing@hcm.show,,Public,Yes,Work,,Robert_Hsing_WORK_Primary
21146,21002,United States of America,,Graham,,Roberts,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Chief_Executive_Officer,Chief Executive Officer,Chief Executive Officer,Chicago,,FT,,40,40,Salaried,,8810,1/1/2000,USA,369 Hawthorn Lane,,,,,,,,,,,,,,,,,,Winnetka,,,,,Illinois,,,,,60093,,Yes,Home,"Mailing

Street Address",,Graham_Roberts_Terminated_369_Hawthorn_Lane,1,United States of America (+1),(312) 409-9844,,Mobile,Public,Yes,Home,,Graham_Roberts_HOME_Primary,groberts@hcm.show,,Public,Yes,Work,,Graham_Roberts_WORK_Primary
21147,21086,United States of America,,Kim,,Slater,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Senior_Accountant,Senior Accountant,Senior Accountant,Chicago,,FT,,40,40,Salaried,,8803,1/1/2000,USA,265 Poplar Street,,,,,,,,,,,,,,,,,,Winnetka,,,,,Illinois,,,,,60093,,Yes,Home,"Mailing

Street Address",,Kim_Slater_265_Poplar_Street,1,United States of America (+1),(312) 722-4985,,Mobile,Public,Yes,Home,,Kim_Slater_HOME_Primary,kslater@hcm.show,,Public,Yes,Work,,Kim_Slater_WORK_Primary
21148,21330,United States of America,,Yolanda,,Torres,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Staff_HR_Representative,Staff HR Representative,Staff HR Representative,Chicago,,FT,,40,40,Salaried,,8810,1/1/2000,USA,1925 Southland Avenue,,,,,,,,,,,,,,,,,,Highland Park,,,,,Illinois,,,,,60035,,Yes,Home,"Mailing

Street Address",,Yolanda_Torres_1925_Southland_Avenue,1,United States of America (+1),(847) 742-0480,,Mobile,Public,Yes,Home,,Yolanda_Torres_HOME_Primary,ytorres@hcm.show,,Public,Yes,Work,,Yolanda_Torres_WORK_Primary
21149,21023,United States of America,,Glenn,,Gibson,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Senior_IT_Analyst,Senior IT Analyst,Senior IT Analyst,Chicago,,FT,,40,40,,,8810,1/1/2000,USA,938 North Euclid Avenue,,,,,,,,,,,,,,,,,,Oak Park,,,,,Illinois,,,,,60302,,Yes,Home,"Mailing

Street Address",,Glenn_Gibson_Terminated_938_North_Euclid_Avenue,1,United States of America (+1),(708) 209-9411,,Landline,Public,Yes,Home,,Glenn_Gibson_HOME_Primary,ggibson@hcm.show,,Public,Yes,Work,,Glenn_Gibson_WORK_Primary
21150,21038,United States of America,,Tyler,,Ross,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Regional_Sales_Manager,Regional Sales Manager,Regional Sales Manager,Chicago,,FT,,40,40,Salaried,,8742,1/1/2000,USA,903 West Webster Avenue,,,,,,,,,,,,,,,,,,Chicago,,,,,Illinois,,,,,60614,,Yes,Home,"Mailing

Street Address",,Tyler_Ross_903_West_Webster_Avenue,1,United States of America (+1),(312) 481-3224,,Landline,Public,Yes,Home,,Tyler_Ross_HOME_Primary,tross@hcm.show,,Public,Yes,Work,,Tyler_Ross_WORK_Primary
21151,21038,United States of America,,Melanie,,Watson,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Regional_Sales_Manager,Regional Sales Manager,Regional Sales Manager,New_York,New_York_1155_Building_Cubicle_1504,FT,,40,40,Salaried,,8742,1/1/2000,USA,101 West 81st Street,,,,,,,,,,,,,,,,,,New York,,,,,New York,,,,,10024,,Yes,Home,"Mailing

Street Address",,Melanie_Watson_101_West_81st_Street,1,United States of America (+1),(646) 214-1884,,Landline,Public,Yes,Home,,Melanie_Watson_HOME_Primary,mwatson@hcm.show,,Public,Yes,Work,,Melanie_Watson_WORK_Primary
21152,21222,United States of America,,Laurie,,Jenkins,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Senior_Customer_Services_Representative,Senior Customer Services Representative,Senior Customer Services Representative,Chicago,,FT,,40,40,Salaried,,8810,1/1/2000,USA,1212 North Lake Shore Drive,Apt. 27C,,,,,,,,,,,,,,,,,Chicago,,,,,Illinois,,,,,60610,,Yes,Home,"Mailing

Street Address",,Laurie_Jenkins_1212_North_Lake_Shore_Drive,1,United States of America (+1),(312) 645-9775,,Landline,Public,Yes,Home,,Laurie_Jenkins_HOME_Primary,ljenkins@hcm.show,,Public,Yes,Work,,Laurie_Jenkins_WORK_Primary
21153,21043,United States of America,,Amanda,,Mackenzie,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Product_Management,Product Manager,Product Manager,Chicago,,FT,,40,40,Salaried,,8810,1/1/2000,USA,420 Simpson Street,,,,,,,,,,,,,,,,,,Lake Bluff,,,,,Illinois,,,,,60044,,Yes,Home,"Mailing

Street Address",,Amanda_Mackenzie_420_Simpson_Street,1,United States of America (+1),(847) 802-5001,,Landline,Public,Yes,Home,,Amanda_Mackenzie_HOME_Primary,amackenzie@hcm.show,,Public,Yes,Work,,Amanda_Mackenzie_WORK_Primary
21154,21042,United States of America,,William,,Kent,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Product_Development,Product Developer,Product Developer,Chicago,,FT,,40,40,Salaried,,8810,1/1/2000,USA,1350 North Lake Shore Drive,Apt. 2425,,,,,,,,,,,,,,,,,Chicago,,,,,Illinois,,,,,60610,,Yes,Home,"Mailing

Street Address",,William_Kent_1350_North_Lake_Shore_Drive,1,United States of America (+1),(773) 633-4383,,Landline,Public,Yes,Home,,William_Kent_HOME_Primary,wkent@hcm.show,,Public,Yes,Work,,William_Kent_WORK_Primary
21155,21042,United States of America,,Leila,,Ortiz,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Product_Development,Product Developer,Product Developer,Chicago,,FT,,40,40,Salaried,,8810,1/1/2000,USA,1841 South Calumet Avenue,,,,,,,,,,,,,,,,,,Chicago,,,,,Illinois,,,,,60605,,Yes,Home,"Mailing

Street Address",,Leila_Ortiz_1841_South_Calumet_Avenue,1,United States of America (+1),(312) 489-8755,,Mobile,Public,Yes,Home,,Leila_Ortiz_HOME_Primary,lortiz@hcm.show,,Public,Yes,Work,,Leila_Ortiz_WORK_Primary
21156,21042,United States of America,,Stanley,,Lawrence,,Regular,Hire Employee > New Hire > New Position,2/1/2008,,Product_Development,Product Developer,Product Developer,Chicago,,FT,,40,40,Salaried,,8810,2/1/2008,USA,7227 West Fitch Avenue,,,,,,,,,,,,,,,,,,Chicago,,,,,Illinois,,,,,60631,,Yes,Home,"Mailing

Street Address",,Stanley_Lawrence_7227_West_Fitch_Avenue,1,United States of America (+1),(312) 723-4775,,Landline,Public,Yes,Home,,Stanley_Lawrence_HOME_Primary,slawrence@hcm.show,,Public,Yes,Work,,Stanley_Lawrence_WORK_Primary
21157,21003,United States of America,,Evelyn,,Welch,,Regular,Hire Employee > Rehire > Fill Vacancy,7/6/2011,,Executive_Assistant,Executive Assistant,Executive Assistant,Dallas,,FT,,40,40,Salaried,,8810,2/2/2008,USA,14141 Meandering Way,,,,,,,,,,,,,,,,,,Dallas,,,,,Texas,,,,,75254,,Yes,Home,"Mailing

Street Address",,Evelyn_Welch_14141_Meandering_Way,1,United States of America (+1),(214) 285-9401,,Landline,Public,Yes,Home,,Evelyn_Welch_HOME_Primary,ewelch@hcm.show,,Public,Yes,Work,,Evelyn_Welch_WORK_Primary
21159,21076,Brazil,,Lucas,,Amaral,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Senior_Customer_Services_Representative,Senior Customer Services Representative,Senior Customer Services Representative,So_Paulo,,FT,,35,35,Salaried,,,1/1/2000,BRA,"Rua Artur Ridel, 213",,,,,,,,,,,,,,,,,,São Paulo,Perdizes,,,,São Paulo,,,,,05451-080,,Yes,Home,"Mailing

Street Address",,Lucas_Amaral_Terminated_Rua_Artur_Ridel,55,Brazil (+55),(11) 8212-5465,,Mobile,Public,Yes,Home,,Lucas_Amaral_HOME_Primary,lamaral@hcm.show,,Public,Yes,Work,,Lucas_Amaral_WORK_Primary
21160,21078,China,,Shushen,,Xu,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Shanghai,,FT,,40,40,Salaried,,,1/1/2000,CHN,8 Zhizaoju Road,"Apt. 802, Lane 833",,,,,,,,,,,,,,,,,Shanghai,,,,,Shanghai,,,,,200011,,Yes,Home,"Mailing

Street Address",,Sheila_Xu_8_Zhizaoju_Road,86,China (+86),(137) 2188-4905,,Mobile,Public,Yes,Home,,Shushen_Xu_HOME_Primary,sxu@hcm.show,,Public,Yes,Work,,Shushen_Xu_WORK_Primary
21161,21075,Germany,,Bettina,,Strauss,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Director_Global_Support,"Director, Global Support","Director, Global Support",Munich,,FT,,37.5,37.5,Salaried,,,3/4/2012,DEU,Alpspitzstraße,,35,,,,,,,,,,,,,,,,Starnberg,,,,,Bavaria,,,,,82319,,Yes,Home,"Mailing

Street Address",,Bettina_Strauss_AlpspitzstraBe,49,Germany (+49),(89) 7294401,,Landline,Public,Yes,Home,,Bettina_Strauss_HOME_Primary,bstrauss@hcm.show,,Public,Yes,Work,,Bettina_Strauss_WORK_Primary
21162,21161,Italy,,Alberto,,Bassani,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Senior_Customer_Services_Representative,Senior Customer Services Representative,Senior Customer Services Representative,Milan,,FT,,35,35,Salaried,,,3/4/2012,ITA,Via Solferino,,,14,,,,,,,,,,,,,,,Milan,,,,,Milano,,,,,20121,,Yes,Home,"Mailing

Street Address",,Alberto_Bassani_Via_Solferino,39,Italy (+39),(02) 92.55.35.25,,Landline,Public,Yes,Home,,Alberto_Bassani_HOME_Primary,abassani@hcm.show,,Public,Yes,Work,,Alberto_Bassani_WORK_Primary
21163,21120,Philippines,,Benny,,Marquez,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Customer_Service_Representative,Customer Service Representative,Customer Service Representative,Manila,,FT,,40,40,Salaried,,,1/1/2000,PHL,D.P. Oliveros Street,,40,,,,,,,,,,,,,,,,Antipolo City,,,,,Rizal,,,,,1870,,Yes,Home,"Mailing

Street Address",,Benny_Marquez_D_P_Oliveros_Street,63,Philippines (+63),(922) 8886101,,Mobile,Public,Yes,Home,,Benny_Marquez_HOME_Primary,bmarquez@hcm.show,,Public,Yes,Work,,Benny_Marquez_WORK_Primary
21164,21078,India,,Hema,,Iyer,,Regular,Hire Employee > New Hire > New Position,1/1/2000,,Manager_Global_Support,"Manager, Global Support","Manager, Global Support",Mumbai,,FT,,40,40,Salaried,,,1/1/2000,IND,"Xavier House, 2nd Floor","St. Peter Colony, Perry Road",Bandra (West),,,,,,,,,,,,,,,,Mumbai,,,,,Maharashtra,,,,,400050,,Yes,Home,"Mailing

Street Address",,Hema_Iyer_Xavier_House_2nd_Floor,91,India (+91),(98) 70.453062,,Mobile,Public,Yes,Home,,Hema_Iyer_HOME_Primary,hiyer@hcm.show,,Public,Yes,Work,,Hema_Iyer_WORK_Primary
21165,21103,United States of America,,Jonathan,,Quinn,,Regular,,1/1/2000,,Senior_Manager_Field_Marketing,"Senior Manager, Field Marketing","Senior Manager, Field Marketing",Home_Office_USA,,FT,,40,40,Salaried,,8810,1/1/2000,USA,100 Tomahawk Drive,,,,,,,,,,,,,,,,,,Fox Chapel,,,,,Pennsylvania,,,,,15215,,Yes,Home,"Mailing

Street Address",,ADDRESS_REFERENCE-4-529,1,United States of America (+1),(412) 835-1065,,Landline,Public,Yes,Home,,Jonathan_Quinn_HOME_Primary,jquinn@hcm.show,,Public,Yes,Work,,Jonathan_Quinn_WORK_Primary
21166,21101,United States of America,,Matt,,Knox,,Regular,,1/1/2000,,Senior_Manager_Marketing_Communications,"Senior Manager, Marketing Communications","Senior Manager, Marketing Communications",Home_Office_USA,,FT,,40,40,Salaried,,8810,1/1/2000,USA,2165 Lancaster Circleville Road,,,,,,,,,,,,,,,,,,Lancaster,,,,,Ohio,,,,,43130,,Yes,Home,"Mailing

Street Address",,ADDRESS_REFERENCE-4-528,1,United States of America (+1),(740) 821-5535,,Landline,Public,Yes,Home,,Matt_Knox_HOME_Primary,mknox@hcm.show,,Public,Yes,Work,,Matt_Knox_WORK_Primary
21167,21036,United Kingdom,Ms_United_Kingdom,Camilla,,Stewart,,Regular,Hire Employee > New Hire > Fill Vacancy,1/1/2000,,Director_Field_Sales,"Director, Field Sales","Director, Field Sales",London,,FT,,40,40,Salaried,,,1/20/2008,GBR,48 St Alban's Grove,,,,,,,,,,,,,,,,,,Carshalton,,,,,Surrey,,,,,SM5 1JF,,Yes,Home,"Mailing

Street Address",,Camilla_Stewart_48_St_Albans_Grove,44,United Kingdom (+44),(07881) 655210,,Landline,Public,Yes,Home,,Camilla_Stewart_HOME_Primary,cstewart@hcm.show,,Public,Yes,Work,,Camilla_Stewart_WORK_Primary
21168,21167,United Kingdom,Ms_United_Kingdom,Sophie,,Burgess,,Regular,Hire Employee > New Hire > Fill Vacancy,1/1/2000,,Regional_Sales_Manager,Regional Sales Manager,Regional Sales Manager,London,,FT,,40,40,Salaried,,,1/1/2000,GBR,4 Stanley Crescent,,,,,,,,,,,,,,,,,,London,,,,,,,,,,W11 3AA,,Yes,Home,"Mailing

Street Address",,Sophie_Burgess_4_Stanley_Crescent,44,United Kingdom (+44),(020) 72220096,,Landline,Public,Yes,Home,,Sophie_Burgess_HOME_Primary,sburgess@hcm.show,,Public,Yes,Work,,Sophie_Burgess_WORK_Primary
21169,21167,United Kingdom,Mr_United_Kingdom,Benjamin,,Green,,Regular,Hire Employee > New Hire > Fill Vacancy,1/1/2000,,Regional_Sales_Manager,Regional Sales Manager,Regional Sales Manager,London,,FT,,40,40,Salaried,,,1/1/2000,GBR,9 Ledbury Mews North,,,,,,,,,,,,,,,,,,London,,,,,,,,,,W11 2SH,,Yes,Home,"Mailing

Street Address",,Benjamin_Green_9_Ledbury_Mews_North,44,United Kingdom (+44),(020) 72217765,,Landline,Public,Yes,Home,,Benjamin_Green_HOME_Primary,bgreen@hcm.show,,Public,Yes,Work,,Benjamin_Green_WORK_Primary
